Brasil e Grande Região;Trimestre;Nível de instrução;Variável - População (Mil pessoas)
Sul;2º trimestre 2024;Ensino superior incompleto ou equivalente;1585
Sul;2º trimestre 2024;Ensino superior completo ou equivalente;4606
Sul;3º trimestre 2024;Sem instrução e menos de 1 ano de estudo;1819
Sul;3º trimestre 2024;Ensino fundamental incompleto ou equivalente;9147
Sul;3º trimestre 2024;Ensino fundamental completo ou equivalente;2510
Sul;3º trimestre 2024;Ensino médio incompleto ou equivalente;1967
Sul;3º trimestre 2024;Ensino médio completo ou equivalente;7567
Sul;3º trimestre 2024;Ensino superior incompleto ou equivalente;1557
Sul;3º trimestre 2024;Ensino superior completo ou equivalente;4719
Sul;4º trimestre 2024;Sem instrução e menos de 1 ano de estudo;1771
Sul;4º trimestre 2024;Ensino fundamental incompleto ou equivalente;9027
Sul;4º trimestre 2024;Ensino fundamental completo ou equivalente;2427
Sul;4º trimestre 2024;Ensino médio incompleto ou equivalente;1920
Sul;4º trimestre 2024;Ensino médio completo ou equivalente;7867
Sul;4º trimestre 2024;Ensino superior incompleto ou equivalente;1554
Sul;4º trimestre 2024;Ensino superior completo ou equivalente;4786
Sul;1º trimestre 2025;Sem instrução e menos de 1 ano de estudo;1517
Sul;1º trimestre 2025;Ensino fundamental incompleto ou equivalente;8893
Sul;1º trimestre 2025;Ensino fundamental completo ou equivalente;2425
Sul;1º trimestre 2025;Ensino médio incompleto ou equivalente;1873
Sul;1º trimestre 2025;Ensino médio completo ou equivalente;7996
Sul;1º trimestre 2025;Ensino superior incompleto ou equivalente;1653
Sul;1º trimestre 2025;Ensino superior completo ou equivalente;5020
Sul;2º trimestre 2025;Sem instrução e menos de 1 ano de estudo;1634
Sul;2º trimestre 2025;Ensino fundamental incompleto ou equivalente;8969
Sul;2º trimestre 2025;Ensino fundamental completo ou equivalente;2362
Sul;2º trimestre 2025;Ensino médio incompleto ou equivalente;1971
Sul;2º trimestre 2025;Ensino médio completo ou equivalente;7762
Sul;2º trimestre 2025;Ensino superior incompleto ou equivalente;1654
Sul;2º trimestre 2025;Ensino superior completo ou equivalente;5080
Sul;3º trimestre 2025;Sem instrução e menos de 1 ano de estudo;1631
Sul;3º trimestre 2025;Ensino fundamental incompleto ou equivalente;8930
Sul;3º trimestre 2025;Ensino fundamental completo ou equivalente;2400
Sul;3º trimestre 2025;Ensino médio incompleto ou equivalente;1971
Sul;3º trimestre 2025;Ensino médio completo ou equivalente;7725
Sul;3º trimestre 2025;Ensino superior incompleto ou equivalente;1578
Sul;3º trimestre 2025;Ensino superior completo ou equivalente;5243
Centro-Oeste;1º trimestre 2015;Sem instrução e menos de 1 ano de estudo;1027
Centro-Oeste;1º trimestre 2015;Ensino fundamental incompleto ou equivalente;5203
Centro-Oeste;1º trimestre 2015;Ensino fundamental completo ou equivalente;1436
Centro-Oeste;1º trimestre 2015;Ensino médio incompleto ou equivalente;1022
Centro-Oeste;1º trimestre 2015;Ensino médio completo ou equivalente;3033
Centro-Oeste;1º trimestre 2015;Ensino superior incompleto ou equivalente;717
Centro-Oeste;1º trimestre 2015;Ensino superior completo ou equivalente;1557
Centro-Oeste;2º trimestre 2015;Sem instrução e menos de 1 ano de estudo;1073
Centro-Oeste;2º trimestre 2015;Ensino fundamental incompleto ou equivalente;5189
Centro-Oeste;2º trimestre 2015;Ensino fundamental completo ou equivalente;1433
Centro-Oeste;2º trimestre 2015;Ensino médio incompleto ou equivalente;1048
Centro-Oeste;2º trimestre 2015;Ensino médio completo ou equivalente;3010
Centro-Oeste;2º trimestre 2015;Ensino superior incompleto ou equivalente;706
Centro-Oeste;2º trimestre 2015;Ensino superior completo ou equivalente;1565
Centro-Oeste;3º trimestre 2015;Sem instrução e menos de 1 ano de estudo;1140
Centro-Oeste;3º trimestre 2015;Ensino fundamental incompleto ou equivalente;5172
Centro-Oeste;3º trimestre 2015;Ensino fundamental completo ou equivalente;1394
Centro-Oeste;3º trimestre 2015;Ensino médio incompleto ou equivalente;1010
Centro-Oeste;3º trimestre 2015;Ensino médio completo ou equivalente;3076
Centro-Oeste;3º trimestre 2015;Ensino superior incompleto ou equivalente;709
Centro-Oeste;3º trimestre 2015;Ensino superior completo ou equivalente;1580
Centro-Oeste;4º trimestre 2015;Sem instrução e menos de 1 ano de estudo;1271
Centro-Oeste;4º trimestre 2015;Ensino fundamental incompleto ou equivalente;5227
Centro-Oeste;4º trimestre 2015;Ensino fundamental completo ou equivalente;1241
Centro-Oeste;4º trimestre 2015;Ensino médio incompleto ou equivalente;1019
Centro-Oeste;4º trimestre 2015;Ensino médio completo ou equivalente;3113
Centro-Oeste;4º trimestre 2015;Ensino superior incompleto ou equivalente;664
Centro-Oeste;4º trimestre 2015;Ensino superior completo ou equivalente;1623
Centro-Oeste;1º trimestre 2016;Sem instrução e menos de 1 ano de estudo;1099
Centro-Oeste;1º trimestre 2016;Ensino fundamental incompleto ou equivalente;5266
Centro-Oeste;1º trimestre 2016;Ensino fundamental completo ou equivalente;1297
Centro-Oeste;1º trimestre 2016;Ensino médio incompleto ou equivalente;1049
Centro-Oeste;1º trimestre 2016;Ensino médio completo ou equivalente;3187
Centro-Oeste;1º trimestre 2016;Ensino superior incompleto ou equivalente;687
Centro-Oeste;1º trimestre 2016;Ensino superior completo ou equivalente;1670
Centro-Oeste;2º trimestre 2016;Sem instrução e menos de 1 ano de estudo;1149
Centro-Oeste;2º trimestre 2016;Ensino fundamental incompleto ou equivalente;5246
Centro-Oeste;2º trimestre 2016;Ensino fundamental completo ou equivalente;1262
Centro-Oeste;2º trimestre 2016;Ensino médio incompleto ou equivalente;1043
Centro-Oeste;2º trimestre 2016;Ensino médio completo ou equivalente;3137
Centro-Oeste;2º trimestre 2016;Ensino superior incompleto ou equivalente;715
Centro-Oeste;2º trimestre 2016;Ensino superior completo ou equivalente;1729
Centro-Oeste;3º trimestre 2016;Sem instrução e menos de 1 ano de estudo;1186
Centro-Oeste;3º trimestre 2016;Ensino fundamental incompleto ou equivalente;5253
Centro-Oeste;3º trimestre 2016;Ensino fundamental completo ou equivalente;1237
Centro-Oeste;3º trimestre 2016;Ensino médio incompleto ou equivalente;1044
Centro-Oeste;3º trimestre 2016;Ensino médio completo ou equivalente;3170
Centro-Oeste;3º trimestre 2016;Ensino superior incompleto ou equivalente;700
Centro-Oeste;3º trimestre 2016;Ensino superior completo ou equivalente;1748
Centro-Oeste;4º trimestre 2016;Sem instrução e menos de 1 ano de estudo;1184
Centro-Oeste;4º trimestre 2016;Ensino fundamental incompleto ou equivalente;5313
Centro-Oeste;4º trimestre 2016;Ensino fundamental completo ou equivalente;1154
Centro-Oeste;4º trimestre 2016;Ensino médio incompleto ou equivalente;1088
Centro-Oeste;4º trimestre 2016;Ensino médio completo ou equivalente;3132
Centro-Oeste;4º trimestre 2016;Ensino superior incompleto ou equivalente;694
Centro-Oeste;4º trimestre 2016;Ensino superior completo ou equivalente;1811
Centro-Oeste;1º trimestre 2017;Sem instrução e menos de 1 ano de estudo;1047
Centro-Oeste;1º trimestre 2017;Ensino fundamental incompleto ou equivalente;5346
Centro-Oeste;1º trimestre 2017;Ensino fundamental completo ou equivalente;1199
Centro-Oeste;1º trimestre 2017;Ensino médio incompleto ou equivalente;1071
Centro-Oeste;1º trimestre 2017;Ensino médio completo ou equivalente;3160
Centro-Oeste;1º trimestre 2017;Ensino superior incompleto ou equivalente;721
Centro-Oeste;1º trimestre 2017;Ensino superior completo ou equivalente;1873
Centro-Oeste;2º trimestre 2017;Sem instrução e menos de 1 ano de estudo;1104
Centro-Oeste;2º trimestre 2017;Ensino fundamental incompleto ou equivalente;5300
Centro-Oeste;2º trimestre 2017;Ensino fundamental completo ou equivalente;1128
Centro-Oeste;2º trimestre 2017;Ensino médio incompleto ou equivalente;1110
Centro-Oeste;2º trimestre 2017;Ensino médio completo ou equivalente;3136
Centro-Oeste;2º trimestre 2017;Ensino superior incompleto ou equivalente;766
Centro-Oeste;2º trimestre 2017;Ensino superior completo ou equivalente;1906
Centro-Oeste;3º trimestre 2017;Sem instrução e menos de 1 ano de estudo;1070
Centro-Oeste;3º trimestre 2017;Ensino fundamental incompleto ou equivalente;5331
Centro-Oeste;3º trimestre 2017;Ensino fundamental completo ou equivalente;1136
Centro-Oeste;3º trimestre 2017;Ensino médio incompleto ou equivalente;1123
Centro-Oeste;3º trimestre 2017;Ensino médio completo ou equivalente;3155
Centro-Oeste;3º trimestre 2017;Ensino superior incompleto ou equivalente;752
Centro-Oeste;3º trimestre 2017;Ensino superior completo ou equivalente;1935
Centro-Oeste;4º trimestre 2017;Sem instrução e menos de 1 ano de estudo;1136
Centro-Oeste;4º trimestre 2017;Ensino fundamental incompleto ou equivalente;5280
Centro-Oeste;4º trimestre 2017;Ensino fundamental completo ou equivalente;1117
Centro-Oeste;4º trimestre 2017;Ensino médio incompleto ou equivalente;1134
Centro-Oeste;4º trimestre 2017;Ensino médio completo ou equivalente;3173
Centro-Oeste;4º trimestre 2017;Ensino superior incompleto ou equivalente;780
Centro-Oeste;4º trimestre 2017;Ensino superior completo ou equivalente;1932
Centro-Oeste;1º trimestre 2018;Sem instrução e menos de 1 ano de estudo;1014
Centro-Oeste;1º trimestre 2018;Ensino fundamental incompleto ou equivalente;5258
Centro-Oeste;1º trimestre 2018;Ensino fundamental completo ou equivalente;1146
Centro-Oeste;1º trimestre 2018;Ensino médio incompleto ou equivalente;1112
Centro-Oeste;1º trimestre 2018;Ensino médio completo ou equivalente;3288
Centro-Oeste;1º trimestre 2018;Ensino superior incompleto ou equivalente;810
Centro-Oeste;1º trimestre 2018;Ensino superior completo ou equivalente;1997
Centro-Oeste;2º trimestre 2018;Sem instrução e menos de 1 ano de estudo;1063
Centro-Oeste;2º trimestre 2018;Ensino fundamental incompleto ou equivalente;5240
Centro-Oeste;2º trimestre 2018;Ensino fundamental completo ou equivalente;1140
Centro-Oeste;2º trimestre 2018;Ensino médio incompleto ou equivalente;1142
Centro-Oeste;2º trimestre 2018;Ensino médio completo ou equivalente;3290
Centro-Oeste;2º trimestre 2018;Ensino superior incompleto ou equivalente;800
Centro-Oeste;2º trimestre 2018;Ensino superior completo ou equivalente;1986
Centro-Oeste;3º trimestre 2018;Sem instrução e menos de 1 ano de estudo;1059
Centro-Oeste;3º trimestre 2018;Ensino fundamental incompleto ou equivalente;5293
Centro-Oeste;3º trimestre 2018;Ensino fundamental completo ou equivalente;1137
Centro-Oeste;3º trimestre 2018;Ensino médio incompleto ou equivalente;1150
Centro-Oeste;3º trimestre 2018;Ensino médio completo ou equivalente;3295
Centro-Oeste;3º trimestre 2018;Ensino superior incompleto ou equivalente;796
Centro-Oeste;3º trimestre 2018;Ensino superior completo ou equivalente;2034
Centro-Oeste;4º trimestre 2018;Sem instrução e menos de 1 ano de estudo;1044
Centro-Oeste;4º trimestre 2018;Ensino fundamental incompleto ou equivalente;5222
Centro-Oeste;4º trimestre 2018;Ensino fundamental completo ou equivalente;1132
Centro-Oeste;4º trimestre 2018;Ensino médio incompleto ou equivalente;1172
Centro-Oeste;4º trimestre 2018;Ensino médio completo ou equivalente;3296
Centro-Oeste;4º trimestre 2018;Ensino superior incompleto ou equivalente;805
Centro-Oeste;4º trimestre 2018;Ensino superior completo ou equivalente;2096
Centro-Oeste;1º trimestre 2019;Sem instrução e menos de 1 ano de estudo;964
Centro-Oeste;1º trimestre 2019;Ensino fundamental incompleto ou equivalente;5244
Centro-Oeste;1º trimestre 2019;Ensino fundamental completo ou equivalente;1136
Centro-Oeste;1º trimestre 2019;Ensino médio incompleto ou equivalente;1197
Centro-Oeste;1º trimestre 2019;Ensino médio completo ou equivalente;3355
Centro-Oeste;1º trimestre 2019;Ensino superior incompleto ou equivalente;815
Centro-Oeste;1º trimestre 2019;Ensino superior completo ou equivalente;2121
Centro-Oeste;2º trimestre 2019;Sem instrução e menos de 1 ano de estudo;1017
Centro-Oeste;2º trimestre 2019;Ensino fundamental incompleto ou equivalente;5218
Centro-Oeste;2º trimestre 2019;Ensino fundamental completo ou equivalente;1091
Centro-Oeste;2º trimestre 2019;Ensino médio incompleto ou equivalente;1198
Centro-Oeste;2º trimestre 2019;Ensino médio completo ou equivalente;3400
Centro-Oeste;2º trimestre 2019;Ensino superior incompleto ou equivalente;816
Centro-Oeste;2º trimestre 2019;Ensino superior completo ou equivalente;2135
Centro-Oeste;3º trimestre 2019;Sem instrução e menos de 1 ano de estudo;1032
Centro-Oeste;3º trimestre 2019;Ensino fundamental incompleto ou equivalente;5233
Centro-Oeste;3º trimestre 2019;Ensino fundamental completo ou equivalente;1116
Centro-Oeste;3º trimestre 2019;Ensino médio incompleto ou equivalente;1179
Centro-Oeste;3º trimestre 2019;Ensino médio completo ou equivalente;3442
Centro-Oeste;3º trimestre 2019;Ensino superior incompleto ou equivalente;802
Centro-Oeste;3º trimestre 2019;Ensino superior completo ou equivalente;2126
Centro-Oeste;4º trimestre 2019;Sem instrução e menos de 1 ano de estudo;1059
Centro-Oeste;4º trimestre 2019;Ensino fundamental incompleto ou equivalente;5193
Centro-Oeste;4º trimestre 2019;Ensino fundamental completo ou equivalente;1072
Centro-Oeste;4º trimestre 2019;Ensino médio incompleto ou equivalente;1152
Centro-Oeste;4º trimestre 2019;Ensino médio completo ou equivalente;3506
Centro-Oeste;4º trimestre 2019;Ensino superior incompleto ou equivalente;818
Centro-Oeste;4º trimestre 2019;Ensino superior completo ou equivalente;2175
Centro-Oeste;1º trimestre 2020;Sem instrução e menos de 1 ano de estudo;938
Centro-Oeste;1º trimestre 2020;Ensino fundamental incompleto ou equivalente;5093
Centro-Oeste;1º trimestre 2020;Ensino fundamental completo ou equivalente;1109
Centro-Oeste;1º trimestre 2020;Ensino médio incompleto ou equivalente;1189
Centro-Oeste;1º trimestre 2020;Ensino médio completo ou equivalente;3657
Centro-Oeste;1º trimestre 2020;Ensino superior incompleto ou equivalente;837
Centro-Oeste;1º trimestre 2020;Ensino superior completo ou equivalente;2192
Centro-Oeste;2º trimestre 2022;Sem instrução e menos de 1 ano de estudo;1117
Centro-Oeste;2º trimestre 2022;Ensino fundamental incompleto ou equivalente;4855
Centro-Oeste;2º trimestre 2022;Ensino fundamental completo ou equivalente;1080
Centro-Oeste;2º trimestre 2022;Ensino médio incompleto ou equivalente;1266
Centro-Oeste;2º trimestre 2022;Ensino médio completo ou equivalente;3837
Centro-Oeste;2º trimestre 2022;Ensino superior incompleto ou equivalente;832
Centro-Oeste;2º trimestre 2022;Ensino superior completo ou equivalente;2385
Centro-Oeste;3º trimestre 2022;Sem instrução e menos de 1 ano de estudo;1167
Centro-Oeste;3º trimestre 2022;Ensino fundamental incompleto ou equivalente;4843
Centro-Oeste;3º trimestre 2022;Ensino fundamental completo ou equivalente;1087
Centro-Oeste;3º trimestre 2022;Ensino médio incompleto ou equivalente;1224
Centro-Oeste;3º trimestre 2022;Ensino médio completo ou equivalente;3836
Centro-Oeste;3º trimestre 2022;Ensino superior incompleto ou equivalente;836
Centro-Oeste;3º trimestre 2022;Ensino superior completo ou equivalente;2454
Centro-Oeste;4º trimestre 2022;Sem instrução e menos de 1 ano de estudo;1194
Centro-Oeste;4º trimestre 2022;Ensino fundamental incompleto ou equivalente;4822
Centro-Oeste;4º trimestre 2022;Ensino fundamental completo ou equivalente;1086
Centro-Oeste;4º trimestre 2022;Ensino médio incompleto ou equivalente;1237
Centro-Oeste;4º trimestre 2022;Ensino médio completo ou equivalente;3857
Centro-Oeste;4º trimestre 2022;Ensino superior incompleto ou equivalente;801
Centro-Oeste;4º trimestre 2022;Ensino superior completo ou equivalente;2520
Centro-Oeste;1º trimestre 2023;Sem instrução e menos de 1 ano de estudo;1092
Centro-Oeste;1º trimestre 2023;Ensino fundamental incompleto ou equivalente;4778
Centro-Oeste;1º trimestre 2023;Ensino fundamental completo ou equivalente;1106
Centro-Oeste;1º trimestre 2023;Ensino médio incompleto ou equivalente;1254
Centro-Oeste;1º trimestre 2023;Ensino médio completo ou equivalente;3932
Centro-Oeste;1º trimestre 2023;Ensino superior incompleto ou equivalente;834
Centro-Oeste;1º trimestre 2023;Ensino superior completo ou equivalente;2576
Centro-Oeste;2º trimestre 2023;Sem instrução e menos de 1 ano de estudo;1092
Centro-Oeste;2º trimestre 2023;Ensino fundamental incompleto ou equivalente;4773
Centro-Oeste;2º trimestre 2023;Ensino fundamental completo ou equivalente;1110
Centro-Oeste;2º trimestre 2023;Ensino médio incompleto ou equivalente;1210
Centro-Oeste;2º trimestre 2023;Ensino médio completo ou equivalente;3959
Centro-Oeste;2º trimestre 2023;Ensino superior incompleto ou equivalente;836
Centro-Oeste;2º trimestre 2023;Ensino superior completo ou equivalente;2666
Centro-Oeste;3º trimestre 2023;Sem instrução e menos de 1 ano de estudo;1091
Centro-Oeste;3º trimestre 2023;Ensino fundamental incompleto ou equivalente;4778
Centro-Oeste;3º trimestre 2023;Ensino fundamental completo ou equivalente;1059
Centro-Oeste;3º trimestre 2023;Ensino médio incompleto ou equivalente;1269
Centro-Oeste;3º trimestre 2023;Ensino médio completo ou equivalente;3974
Centro-Oeste;3º trimestre 2023;Ensino superior incompleto ou equivalente;846
Centro-Oeste;3º trimestre 2023;Ensino superior completo ou equivalente;2656
Centro-Oeste;4º trimestre 2023;Sem instrução e menos de 1 ano de estudo;1088
Centro-Oeste;4º trimestre 2023;Ensino fundamental incompleto ou equivalente;4740
Centro-Oeste;4º trimestre 2023;Ensino fundamental completo ou equivalente;1046
Centro-Oeste;4º trimestre 2023;Ensino médio incompleto ou equivalente;1258
Centro-Oeste;4º trimestre 2023;Ensino médio completo ou equivalente;3995
Centro-Oeste;4º trimestre 2023;Ensino superior incompleto ou equivalente;875
Centro-Oeste;4º trimestre 2023;Ensino superior completo ou equivalente;2734
Centro-Oeste;1º trimestre 2024;Sem instrução e menos de 1 ano de estudo;980
Centro-Oeste;1º trimestre 2024;Ensino fundamental incompleto ou equivalente;4726
Centro-Oeste;1º trimestre 2024;Ensino fundamental completo ou equivalente;1062
Centro-Oeste;1º trimestre 2024;Ensino médio incompleto ou equivalente;1255
Centro-Oeste;1º trimestre 2024;Ensino médio completo ou equivalente;4090
Centro-Oeste;1º trimestre 2024;Ensino superior incompleto ou equivalente;895
Centro-Oeste;1º trimestre 2024;Ensino superior completo ou equivalente;2783
Centro-Oeste;2º trimestre 2024;Sem instrução e menos de 1 ano de estudo;1012
Centro-Oeste;2º trimestre 2024;Ensino fundamental incompleto ou equivalente;4682
Centro-Oeste;2º trimestre 2024;Ensino fundamental completo ou equivalente;1062
Centro-Oeste;2º trimestre 2024;Ensino médio incompleto ou equivalente;1238
Centro-Oeste;2º trimestre 2024;Ensino médio completo ou equivalente;4128
Centro-Oeste;2º trimestre 2024;Ensino superior incompleto ou equivalente;910
Centro-Oeste;2º trimestre 2024;Ensino superior completo ou equivalente;2754
Centro-Oeste;3º trimestre 2024;Sem instrução e menos de 1 ano de estudo;1073
Centro-Oeste;3º trimestre 2024;Ensino fundamental incompleto ou equivalente;4649
Centro-Oeste;3º trimestre 2024;Ensino fundamental completo ou equivalente;1063
Centro-Oeste;3º trimestre 2024;Ensino médio incompleto ou equivalente;1307
Centro-Oeste;3º trimestre 2024;Ensino médio completo ou equivalente;4121
Centro-Oeste;3º trimestre 2024;Ensino superior incompleto ou equivalente;885
Centro-Oeste;3º trimestre 2024;Ensino superior completo ou equivalente;2721
Centro-Oeste;4º trimestre 2024;Sem instrução e menos de 1 ano de estudo;1064
Centro-Oeste;4º trimestre 2024;Ensino fundamental incompleto ou equivalente;4617
Centro-Oeste;4º trimestre 2024;Ensino fundamental completo ou equivalente;1062
Centro-Oeste;4º trimestre 2024;Ensino médio incompleto ou equivalente;1253
Centro-Oeste;4º trimestre 2024;Ensino médio completo ou equivalente;4177
Centro-Oeste;4º trimestre 2024;Ensino superior incompleto ou equivalente;880
Centro-Oeste;4º trimestre 2024;Ensino superior completo ou equivalente;2820
Centro-Oeste;1º trimestre 2025;Sem instrução e menos de 1 ano de estudo;953
Centro-Oeste;1º trimestre 2025;Ensino fundamental incompleto ou equivalente;4669
Centro-Oeste;1º trimestre 2025;Ensino fundamental completo ou equivalente;1073
Centro-Oeste;1º trimestre 2025;Ensino médio incompleto ou equivalente;1263
Centro-Oeste;1º trimestre 2025;Ensino médio completo ou equivalente;4287
Centro-Oeste;1º trimestre 2025;Ensino superior incompleto ou equivalente;838
Centro-Oeste;1º trimestre 2025;Ensino superior completo ou equivalente;2843
Centro-Oeste;2º trimestre 2025;Sem instrução e menos de 1 ano de estudo;1008
Centro-Oeste;2º trimestre 2025;Ensino fundamental incompleto ou equivalente;4541
Centro-Oeste;2º trimestre 2025;Ensino fundamental completo ou equivalente;1037
Centro-Oeste;2º trimestre 2025;Ensino médio incompleto ou equivalente;1261
Centro-Oeste;2º trimestre 2025;Ensino médio completo ou equivalente;4343
Centro-Oeste;2º trimestre 2025;Ensino superior incompleto ou equivalente;889
Centro-Oeste;2º trimestre 2025;Ensino superior completo ou equivalente;2899
Centro-Oeste;3º trimestre 2025;Sem instrução e menos de 1 ano de estudo;1036
Centro-Oeste;3º trimestre 2025;Ensino fundamental incompleto ou equivalente;4644
Centro-Oeste;3º trimestre 2025;Ensino fundamental completo ou equivalente;1035
Centro-Oeste;3º trimestre 2025;Ensino médio incompleto ou equivalente;1312
Centro-Oeste;3º trimestre 2025;Ensino médio completo ou equivalente;4200
Centro-Oeste;3º trimestre 2025;Ensino superior incompleto ou equivalente;910
Centro-Oeste;3º trimestre 2025;Ensino superior completo ou equivalente;2905
